vol,a280,complex
21.858,0.617,YiiP + Fab1 + NB + pG + Fab2 + NB
21.888,0.605,YiiP + Fab1 + NB + pG + Fab2 + NB
21.918,0.592,YiiP + Fab1 + NB + pG + Fab2 + NB
21.948,0.581,YiiP + Fab1 + NB + pG + Fab2 + NB
21.978,0.572,YiiP + Fab1 + NB + pG + Fab2 + NB
22.008,0.561,YiiP + Fab1 + NB + pG + Fab2 + NB
22.038,0.55,YiiP + Fab1 + NB + pG + Fab2 + NB
22.068,0.54,YiiP + Fab1 + NB + pG + Fab2 + NB
22.098,0.532,YiiP + Fab1 + NB + pG + Fab2 + NB
22.128,0.523,YiiP + Fab1 + NB + pG + Fab2 + NB
22.158,0.513,YiiP + Fab1 + NB + pG + Fab2 + NB
22.187,0.502,YiiP + Fab1 + NB + pG + Fab2 + NB
22.217,0.492,YiiP + Fab1 + NB + pG + Fab2 + NB
22.247,0.484,YiiP + Fab1 + NB + pG + Fab2 + NB
22.277,0.476,YiiP + Fab1 + NB + pG + Fab2 + NB
22.307,0.469,YiiP + Fab1 + NB + pG + Fab2 + NB
22.337,0.463,YiiP + Fab1 + NB + pG + Fab2 + NB
22.367,0.456,YiiP + Fab1 + NB + pG + Fab2 + NB
22.397,0.452,YiiP + Fab1 + NB + pG + Fab2 + NB
22.427,0.451,YiiP + Fab1 + NB + pG + Fab2 + NB
22.457,0.453,YiiP + Fab1 + NB + pG + Fab2 + NB
22.487,0.457,YiiP + Fab1 + NB + pG + Fab2 + NB
22.517,0.464,YiiP + Fab1 + NB + pG + Fab2 + NB
22.547,0.476,YiiP + Fab1 + NB + pG + Fab2 + NB
22.577,0.491,YiiP + Fab1 + NB + pG + Fab2 + NB
22.607,0.508,YiiP + Fab1 + NB + pG + Fab2 + NB
22.637,0.527,YiiP + Fab1 + NB + pG + Fab2 + NB
22.667,0.549,YiiP + Fab1 + NB + pG + Fab2 + NB
22.697,0.576,YiiP + Fab1 + NB + pG + Fab2 + NB
22.727,0.604,YiiP + Fab1 + NB + pG + Fab2 + NB
22.757,0.633,YiiP + Fab1 + NB + pG + Fab2 + NB
22.787,0.657,YiiP + Fab1 + NB + pG + Fab2 + NB
22.817,0.68,YiiP + Fab1 + NB + pG + Fab2 + NB
22.847,0.704,YiiP + Fab1 + NB + pG + Fab2 + NB
22.877,0.729,YiiP + Fab1 + NB + pG + Fab2 + NB
22.907,0.753,YiiP + Fab1 + NB + pG + Fab2 + NB
22.937,0.773,YiiP + Fab1 + NB + pG + Fab2 + NB
22.967,0.788,YiiP + Fab1 + NB + pG + Fab2 + NB
22.997,0.803,YiiP + Fab1 + NB + pG + Fab2 + NB
23.027,0.817,YiiP + Fab1 + NB + pG + Fab2 + NB
23.057,0.831,YiiP + Fab1 + NB + pG + Fab2 + NB
23.087,0.842,YiiP + Fab1 + NB + pG + Fab2 + NB
23.117,0.85,YiiP + Fab1 + NB + pG + Fab2 + NB
23.147,0.856,YiiP + Fab1 + NB + pG + Fab2 + NB
23.177,0.861,YiiP + Fab1 + NB + pG + Fab2 + NB
23.207,0.863,YiiP + Fab1 + NB + pG + Fab2 + NB
23.237,0.863,YiiP + Fab1 + NB + pG + Fab2 + NB
23.267,0.862,YiiP + Fab1 + NB + pG + Fab2 + NB
23.297,0.861,YiiP + Fab1 + NB + pG + Fab2 + NB
23.327,0.859,YiiP + Fab1 + NB + pG + Fab2 + NB
23.357,0.856,YiiP + Fab1 + NB + pG + Fab2 + NB
23.387,0.85,YiiP + Fab1 + NB + pG + Fab2 + NB
23.417,0.845,YiiP + Fab1 + NB + pG + Fab2 + NB
23.447,0.841,YiiP + Fab1 + NB + pG + Fab2 + NB
23.477,0.837,YiiP + Fab1 + NB + pG + Fab2 + NB
23.507,0.831,YiiP + Fab1 + NB + pG + Fab2 + NB
23.537,0.827,YiiP + Fab1 + NB + pG + Fab2 + NB
23.567,0.821,YiiP + Fab1 + NB + pG + Fab2 + NB
23.597,0.815,YiiP + Fab1 + NB + pG + Fab2 + NB
23.627,0.809,YiiP + Fab1 + NB + pG + Fab2 + NB
23.657,0.803,YiiP + Fab1 + NB + pG + Fab2 + NB
23.687,0.795,YiiP + Fab1 + NB + pG + Fab2 + NB
23.717,0.788,YiiP + Fab1 + NB + pG + Fab2 + NB
23.747,0.781,YiiP + Fab1 + NB + pG + Fab2 + NB
23.777,0.774,YiiP + Fab1 + NB + pG + Fab2 + NB
23.807,0.766,YiiP + Fab1 + NB + pG + Fab2 + NB
23.837,0.759,YiiP + Fab1 + NB + pG + Fab2 + NB
23.867,0.753,YiiP + Fab1 + NB + pG + Fab2 + NB
23.897,0.745,YiiP + Fab1 + NB + pG + Fab2 + NB
23.927,0.738,YiiP + Fab1 + NB + pG + Fab2 + NB
23.957,0.732,YiiP + Fab1 + NB + pG + Fab2 + NB
23.986,0.724,YiiP + Fab1 + NB + pG + Fab2 + NB
24.016,0.717,YiiP + Fab1 + NB + pG + Fab2 + NB
24.046,0.711,YiiP + Fab1 + NB + pG + Fab2 + NB
24.076,0.701,YiiP + Fab1 + NB + pG + Fab2 + NB
24.106,0.692,YiiP + Fab1 + NB + pG + Fab2 + NB
24.136,0.685,YiiP + Fab1 + NB + pG + Fab2 + NB
24.166,0.678,YiiP + Fab1 + NB + pG + Fab2 + NB
24.196,0.669,YiiP + Fab1 + NB + pG + Fab2 + NB
24.226,0.66,YiiP + Fab1 + NB + pG + Fab2 + NB
24.256,0.654,YiiP + Fab1 + NB + pG + Fab2 + NB
24.286,0.648,YiiP + Fab1 + NB + pG + Fab2 + NB
24.316,0.639,YiiP + Fab1 + NB + pG + Fab2 + NB
24.346,0.63,YiiP + Fab1 + NB + pG + Fab2 + NB
24.376,0.623,YiiP + Fab1 + NB + pG + Fab2 + NB
24.406,0.616,YiiP + Fab1 + NB + pG + Fab2 + NB
24.436,0.611,YiiP + Fab1 + NB + pG + Fab2 + NB
24.466,0.601,YiiP + Fab1 + NB + pG + Fab2 + NB
24.496,0.59,YiiP + Fab1 + NB + pG + Fab2 + NB
24.526,0.582,YiiP + Fab1 + NB + pG + Fab2 + NB
24.556,0.577,YiiP + Fab1 + NB + pG + Fab2 + NB
24.586,0.57,YiiP + Fab1 + NB + pG + Fab2 + NB
24.616,0.563,YiiP + Fab1 + NB + pG + Fab2 + NB
24.646,0.557,YiiP + Fab1 + NB + pG + Fab2 + NB
24.676,0.553,YiiP + Fab1 + NB + pG + Fab2 + NB
24.706,0.548,YiiP + Fab1 + NB + pG + Fab2 + NB
24.736,0.54,YiiP + Fab1 + NB + pG + Fab2 + NB
24.766,0.533,YiiP + Fab1 + NB + pG + Fab2 + NB
24.796,0.526,YiiP + Fab1 + NB + pG + Fab2 + NB
24.826,0.52,YiiP + Fab1 + NB + pG + Fab2 + NB
24.856,0.512,YiiP + Fab1 + NB + pG + Fab2 + NB
24.886,0.506,YiiP + Fab1 + NB + pG + Fab2 + NB
24.916,0.499,YiiP + Fab1 + NB + pG + Fab2 + NB
24.946,0.493,YiiP + Fab1 + NB + pG + Fab2 + NB
24.976,0.49,YiiP + Fab1 + NB + pG + Fab2 + NB
25.006,0.488,YiiP + Fab1 + NB + pG + Fab2 + NB
25.036,0.483,YiiP + Fab1 + NB + pG + Fab2 + NB
25.066,0.48,YiiP + Fab1 + NB + pG + Fab2 + NB
25.096,0.476,YiiP + Fab1 + NB + pG + Fab2 + NB
25.126,0.471,YiiP + Fab1 + NB + pG + Fab2 + NB
25.156,0.465,YiiP + Fab1 + NB + pG + Fab2 + NB
25.186,0.459,YiiP + Fab1 + NB + pG + Fab2 + NB
25.216,0.455,YiiP + Fab1 + NB + pG + Fab2 + NB
25.246,0.45,YiiP + Fab1 + NB + pG + Fab2 + NB
25.276,0.446,YiiP + Fab1 + NB + pG + Fab2 + NB
25.306,0.441,YiiP + Fab1 + NB + pG + Fab2 + NB
25.336,0.435,YiiP + Fab1 + NB + pG + Fab2 + NB
25.366,0.427,YiiP + Fab1 + NB + pG + Fab2 + NB
25.396,0.424,YiiP + Fab1 + NB + pG + Fab2 + NB
25.426,0.419,YiiP + Fab1 + NB + pG + Fab2 + NB
25.456,0.416,YiiP + Fab1 + NB + pG + Fab2 + NB
25.486,0.411,YiiP + Fab1 + NB + pG + Fab2 + NB
25.516,0.408,YiiP + Fab1 + NB + pG + Fab2 + NB
25.546,0.405,YiiP + Fab1 + NB + pG + Fab2 + NB
25.576,0.402,YiiP + Fab1 + NB + pG + Fab2 + NB
25.606,0.399,YiiP + Fab1 + NB + pG + Fab2 + NB
25.636,0.394,YiiP + Fab1 + NB + pG + Fab2 + NB
25.666,0.388,YiiP + Fab1 + NB + pG + Fab2 + NB
25.696,0.383,YiiP + Fab1 + NB + pG + Fab2 + NB
25.726,0.38,YiiP + Fab1 + NB + pG + Fab2 + NB
25.755,0.378,YiiP + Fab1 + NB + pG + Fab2 + NB
25.785,0.374,YiiP + Fab1 + NB + pG + Fab2 + NB
25.815,0.37,YiiP + Fab1 + NB + pG + Fab2 + NB
25.845,0.367,YiiP + Fab1 + NB + pG + Fab2 + NB
25.875,0.365,YiiP + Fab1 + NB + pG + Fab2 + NB
25.905,0.362,YiiP + Fab1 + NB + pG + Fab2 + NB
25.935,0.358,YiiP + Fab1 + NB + pG + Fab2 + NB
25.965,0.353,YiiP + Fab1 + NB + pG + Fab2 + NB
25.995,0.351,YiiP + Fab1 + NB + pG + Fab2 + NB
26.025,0.349,YiiP + Fab1 + NB + pG + Fab2 + NB
26.055,0.346,YiiP + Fab1 + NB + pG + Fab2 + NB
26.085,0.341,YiiP + Fab1 + NB + pG + Fab2 + NB
26.115,0.337,YiiP + Fab1 + NB + pG + Fab2 + NB
26.145,0.333,YiiP + Fab1 + NB + pG + Fab2 + NB
26.175,0.33,YiiP + Fab1 + NB + pG + Fab2 + NB
26.205,0.328,YiiP + Fab1 + NB + pG + Fab2 + NB
26.235,0.327,YiiP + Fab1 + NB + pG + Fab2 + NB
26.265,0.325,YiiP + Fab1 + NB + pG + Fab2 + NB
26.295,0.322,YiiP + Fab1 + NB + pG + Fab2 + NB
26.325,0.32,YiiP + Fab1 + NB + pG + Fab2 + NB
26.355,0.317,YiiP + Fab1 + NB + pG + Fab2 + NB
26.385,0.314,YiiP + Fab1 + NB + pG + Fab2 + NB
26.415,0.31,YiiP + Fab1 + NB + pG + Fab2 + NB
26.445,0.307,YiiP + Fab1 + NB + pG + Fab2 + NB
26.475,0.305,YiiP + Fab1 + NB + pG + Fab2 + NB
26.505,0.302,YiiP + Fab1 + NB + pG + Fab2 + NB
26.535,0.299,YiiP + Fab1 + NB + pG + Fab2 + NB
26.565,0.295,YiiP + Fab1 + NB + pG + Fab2 + NB
26.595,0.293,YiiP + Fab1 + NB + pG + Fab2 + NB
26.625,0.291,YiiP + Fab1 + NB + pG + Fab2 + NB
26.655,0.288,YiiP + Fab1 + NB + pG + Fab2 + NB
26.685,0.286,YiiP + Fab1 + NB + pG + Fab2 + NB
26.715,0.283,YiiP + Fab1 + NB + pG + Fab2 + NB
26.745,0.282,YiiP + Fab1 + NB + pG + Fab2 + NB
26.775,0.28,YiiP + Fab1 + NB + pG + Fab2 + NB
26.805,0.278,YiiP + Fab1 + NB + pG + Fab2 + NB
26.835,0.276,YiiP + Fab1 + NB + pG + Fab2 + NB
26.865,0.275,YiiP + Fab1 + NB + pG + Fab2 + NB
26.895,0.274,YiiP + Fab1 + NB + pG + Fab2 + NB
26.925,0.271,YiiP + Fab1 + NB + pG + Fab2 + NB
26.955,0.269,YiiP + Fab1 + NB + pG + Fab2 + NB
26.985,0.266,YiiP + Fab1 + NB + pG + Fab2 + NB
27.015,0.264,YiiP + Fab1 + NB + pG + Fab2 + NB
27.045,0.262,YiiP + Fab1 + NB + pG + Fab2 + NB
27.075,0.26,YiiP + Fab1 + NB + pG + Fab2 + NB
27.105,0.258,YiiP + Fab1 + NB + pG + Fab2 + NB
27.135,0.255,YiiP + Fab1 + NB + pG + Fab2 + NB
27.165,0.253,YiiP + Fab1 + NB + pG + Fab2 + NB
27.195,0.249,YiiP + Fab1 + NB + pG + Fab2 + NB
27.225,0.246,YiiP + Fab1 + NB + pG + Fab2 + NB
27.255,0.246,YiiP + Fab1 + NB + pG + Fab2 + NB
27.285,0.247,YiiP + Fab1 + NB + pG + Fab2 + NB
27.315,0.247,YiiP + Fab1 + NB + pG + Fab2 + NB
27.345,0.245,YiiP + Fab1 + NB + pG + Fab2 + NB
27.375,0.241,YiiP + Fab1 + NB + pG + Fab2 + NB
27.405,0.238,YiiP + Fab1 + NB + pG + Fab2 + NB
27.435,0.236,YiiP + Fab1 + NB + pG + Fab2 + NB
27.465,0.235,YiiP + Fab1 + NB + pG + Fab2 + NB
27.495,0.236,YiiP + Fab1 + NB + pG + Fab2 + NB
27.524,0.235,YiiP + Fab1 + NB + pG + Fab2 + NB
27.554,0.231,YiiP + Fab1 + NB + pG + Fab2 + NB
27.584,0.228,YiiP + Fab1 + NB + pG + Fab2 + NB
27.614,0.222,YiiP + Fab1 + NB + pG + Fab2 + NB
27.644,0.219,YiiP + Fab1 + NB + pG + Fab2 + NB
27.674,0.215,YiiP + Fab1 + NB + pG + Fab2 + NB
27.704,0.213,YiiP + Fab1 + NB + pG + Fab2 + NB
27.734,0.209,YiiP + Fab1 + NB + pG + Fab2 + NB
27.764,0.205,YiiP + Fab1 + NB + pG + Fab2 + NB
27.794,0.204,YiiP + Fab1 + NB + pG + Fab2 + NB
27.824,0.201,YiiP + Fab1 + NB + pG + Fab2 + NB
27.854,0.197,YiiP + Fab1 + NB + pG + Fab2 + NB
27.884,0.193,YiiP + Fab1 + NB + pG + Fab2 + NB
27.914,0.19,YiiP + Fab1 + NB + pG + Fab2 + NB
27.944,0.188,YiiP + Fab1 + NB + pG + Fab2 + NB
27.974,0.186,YiiP + Fab1 + NB + pG + Fab2 + NB
28.004,0.184,YiiP + Fab1 + NB + pG + Fab2 + NB
28.034,0.183,YiiP + Fab1 + NB + pG + Fab2 + NB
28.064,0.18,YiiP + Fab1 + NB + pG + Fab2 + NB
28.094,0.178,YiiP + Fab1 + NB + pG + Fab2 + NB
28.124,0.177,YiiP + Fab1 + NB + pG + Fab2 + NB
28.154,0.175,YiiP + Fab1 + NB + pG + Fab2 + NB
28.184,0.173,YiiP + Fab1 + NB + pG + Fab2 + NB
28.214,0.172,YiiP + Fab1 + NB + pG + Fab2 + NB
28.244,0.171,YiiP + Fab1 + NB + pG + Fab2 + NB
28.274,0.17,YiiP + Fab1 + NB + pG + Fab2 + NB
28.304,0.168,YiiP + Fab1 + NB + pG + Fab2 + NB
28.334,0.167,YiiP + Fab1 + NB + pG + Fab2 + NB
28.364,0.163,YiiP + Fab1 + NB + pG + Fab2 + NB
28.394,0.159,YiiP + Fab1 + NB + pG + Fab2 + NB
28.424,0.156,YiiP + Fab1 + NB + pG + Fab2 + NB
28.454,0.154,YiiP + Fab1 + NB + pG + Fab2 + NB
28.484,0.151,YiiP + Fab1 + NB + pG + Fab2 + NB
28.514,0.149,YiiP + Fab1 + NB + pG + Fab2 + NB
28.544,0.149,YiiP + Fab1 + NB + pG + Fab2 + NB
28.574,0.148,YiiP + Fab1 + NB + pG + Fab2 + NB
28.604,0.146,YiiP + Fab1 + NB + pG + Fab2 + NB
28.634,0.143,YiiP + Fab1 + NB + pG + Fab2 + NB
28.664,0.14,YiiP + Fab1 + NB + pG + Fab2 + NB
28.694,0.138,YiiP + Fab1 + NB + pG + Fab2 + NB
28.724,0.138,YiiP + Fab1 + NB + pG + Fab2 + NB
28.754,0.137,YiiP + Fab1 + NB + pG + Fab2 + NB
28.784,0.133,YiiP + Fab1 + NB + pG + Fab2 + NB
28.814,0.127,YiiP + Fab1 + NB + pG + Fab2 + NB
28.844,0.126,YiiP + Fab1 + NB + pG + Fab2 + NB
28.874,0.127,YiiP + Fab1 + NB + pG + Fab2 + NB
28.904,0.127,YiiP + Fab1 + NB + pG + Fab2 + NB
28.934,0.128,YiiP + Fab1 + NB + pG + Fab2 + NB
28.964,0.128,YiiP + Fab1 + NB + pG + Fab2 + NB
28.994,0.126,YiiP + Fab1 + NB + pG + Fab2 + NB
29.024,0.125,YiiP + Fab1 + NB + pG + Fab2 + NB
29.054,0.122,YiiP + Fab1 + NB + pG + Fab2 + NB
29.084,0.121,YiiP + Fab1 + NB + pG + Fab2 + NB
29.114,0.121,YiiP + Fab1 + NB + pG + Fab2 + NB
29.144,0.121,YiiP + Fab1 + NB + pG + Fab2 + NB
29.174,0.119,YiiP + Fab1 + NB + pG + Fab2 + NB
29.204,0.117,YiiP + Fab1 + NB + pG + Fab2 + NB
29.234,0.114,YiiP + Fab1 + NB + pG + Fab2 + NB
29.264,0.112,YiiP + Fab1 + NB + pG + Fab2 + NB
29.293,0.111,YiiP + Fab1 + NB + pG + Fab2 + NB
29.323,0.108,YiiP + Fab1 + NB + pG + Fab2 + NB
